,city,year,party,BL,Anzahl Bewerber,darunter Frauen,Prozent Frauen
405,Bischoffen,2011,SPD,HE,20,4.0,0.2
406,Bischoffen,2016,CDU,HE,36,8.0,0.2222222222222222
407,Bischoffen,2016,GRÜNE,HE,14,6.0,0.42857142857142855
408,Bischoffen,2016,SPD,HE,34,8.0,0.23529411764705882
409,Bischoffen,2021,CDU,HE,41,13.0,0.3170731707317073
410,Bischoffen,2021,GRÜNE,HE,20,11.0,0.55
411,Bischoffen,2021,SPD,HE,26,8.0,0.3076923076923077
412,Bischofsheim,2011,CDU,HE,21,5.0,0.23809523809523808
413,Bischofsheim,2011,FDP,HE,19,10.0,0.5263157894736842
414,Bischofsheim,2011,GRÜNE,HE,16,9.0,0.5625
415,Bischofsheim,2011,SPD,HE,44,16.0,0.36363636363636365
416,Bischofsheim,2016,CDU,HE,23,3.0,0.13043478260869565
417,Bischofsheim,2016,SPD,HE,34,7.0,0.20588235294117646
418,Bischofsheim,2021,CDU,HE,24,8.0,0.3333333333333333
419,Bischofsheim,2021,SPD,HE,32,5.0,0.15625
420,Borken (Hessen),2011,CDU,HE,15,3.0,0.2
421,Borken (Hessen),2011,GRÜNE,HE,17,6.0,0.35294117647058826
422,Borken (Hessen),2011,SPD,HE,24,10.0,0.4166666666666667
423,Borken (Hessen),2021,CDU,HE,20,6.0,0.3
424,Borken (Hessen),2021,GRÜNE,HE,17,6.0,0.35294117647058826
425,Borken (Hessen),2021,SPD,HE,34,10.0,0.29411764705882354
426,Brachttal,2011,CDU,HE,40,12.0,0.3
427,Brachttal,2011,FDP,HE,15,6.0,0.4
428,Brachttal,2011,GRÜNE,HE,15,5.0,0.3333333333333333
429,Brachttal,2011,SPD,HE,33,13.0,0.3939393939393939
430,Brachttal,2016,CDU,HE,39,11.0,0.28205128205128205
431,Brachttal,2016,FDP,HE,14,5.0,0.35714285714285715
432,Brachttal,2016,GRÜNE,HE,17,4.0,0.23529411764705882
433,Brachttal,2016,SPD,HE,25,11.0,0.44
434,Brachttal,2021,CDU,HE,37,14.0,0.3783783783783784
435,Brachttal,2021,FDP,HE,29,13.0,0.4482758620689655
436,Brachttal,2021,GRÜNE,HE,25,11.0,0.44
437,Brachttal,2021,SPD,HE,30,13.0,0.43333333333333335
438,Braunfels,2011,CDU,HE,27,8.0,0.2962962962962963
439,Braunfels,2011,FDP,HE,19,5.0,0.2631578947368421
440,Braunfels,2011,GRÜNE,HE,16,7.0,0.4375
441,Braunfels,2011,SPD,HE,32,9.0,0.28125
442,Braunfels,2016,CDU,HE,30,10.0,0.3333333333333333
443,Braunfels,2016,SPD,HE,27,8.0,0.2962962962962963
444,Braunfels,2021,CDU,HE,25,6.0,0.24
445,Braunfels,2021,SPD,HE,9,2.0,0.2222222222222222
446,Brechen,2016,CDU,HE,32,7.0,0.21875
447,Brechen,2016,SPD,HE,29,7.0,0.2413793103448276
448,Brechen,2021,CDU,HE,42,7.0,0.16666666666666666
449,Brechen,2021,FDP,HE,11,4.0,0.36363636363636365
450,Brechen,2021,GRÜNE,HE,18,6.0,0.3333333333333333
451,Brechen,2021,SPD,HE,32,8.0,0.25
452,Breidenbach,2016,CDU,HE,38,8.0,0.21052631578947367
453,Breidenbach,2016,FDP,HE,11,3.0,0.2727272727272727
454,Breidenbach,2016,GRÜNE,HE,17,9.0,0.5294117647058824
455,Breidenbach,2016,SPD,HE,40,7.0,0.175
456,Breidenbach,2021,CDU,HE,21,8.0,0.38095238095238093
457,Breidenbach,2021,GRÜNE,HE,24,10.0,0.4166666666666667
458,Breidenbach,2021,SPD,HE,18,5.0,0.2777777777777778
459,Breitscheid,2011,CDU,HE,28,5.0,0.17857142857142858
460,Breitscheid,2011,GRÜNE,HE,9,2.0,0.2222222222222222
461,Breitscheid,2011,SPD,HE,24,7.0,0.2916666666666667
462,Breitscheid,2016,CDU,HE,18,2.0,0.1111111111111111
463,Breitscheid,2016,FDP,HE,18,3.0,0.16666666666666666
464,Breitscheid,2016,SPD,HE,37,10.0,0.2702702702702703
465,Breitscheid,2021,CDU,HE,21,5.0,0.23809523809523808
466,Breitscheid,2021,FDP,HE,10,4.0,0.4
467,Breitscheid,2021,SPD,HE,23,5.0,0.21739130434782608
468,Brensbach,2011,CDU,HE,24,7.0,0.2916666666666667
469,Brensbach,2011,FDP,HE,16,6.0,0.375
470,Brensbach,2011,GRÜNE,HE,24,7.0,0.2916666666666667
471,Brensbach,2011,SPD,HE,31,11.0,0.3548387096774194
472,Brensbach,2021,CDU,HE,3,,
473,Brensbach,2021,GRÜNE,HE,17,11.0,0.6470588235294118
474,Brensbach,2021,SPD,HE,36,15.0,0.4166666666666667
475,Breuberg,2011,CDU,HE,44,8.0,0.18181818181818182
476,Breuberg,2011,FDP,HE,15,5.0,0.3333333333333333
477,Breuberg,2011,GRÜNE,HE,15,6.0,0.4
478,Breuberg,2011,SPD,HE,38,8.0,0.21052631578947367
479,Breuberg,2021,CDU,HE,16,6.0,0.375
480,Breuberg,2021,FDP,HE,4,1.0,0.25
481,Breuberg,2021,GRÜNE,HE,3,,
482,Breuberg,2021,SPD,HE,19,7.0,0.3684210526315789
483,Breuna,2011,CDU,HE,41,12.0,0.2926829268292683
484,Breuna,2011,FDP,HE,17,3.0,0.17647058823529413
485,Breuna,2011,GRÜNE,HE,18,8.0,0.4444444444444444
486,Breuna,2011,SPD,HE,39,7.0,0.1794871794871795
487,Breuna,2016,CDU,HE,17,5.0,0.29411764705882354
488,Breuna,2016,FDP,HE,2,,
489,Breuna,2016,SPD,HE,27,10.0,0.37037037037037035
490,Breuna,2021,CDU,HE,16,3.0,0.1875
491,Breuna,2021,SPD,HE,33,7.0,0.21212121212121213
492,Brombachtal,2011,CDU,HE,39,11.0,0.28205128205128205
493,Brombachtal,2011,FDP,HE,18,6.0,0.3333333333333333
494,Brombachtal,2011,GRÜNE,HE,21,8.0,0.38095238095238093
495,Brombachtal,2011,SPD,HE,35,9.0,0.2571428571428571
496,Brombachtal,2021,AfD,HE,8,4.0,0.5
497,Brombachtal,2021,CDU,HE,19,7.0,0.3684210526315789
498,Brombachtal,2021,FDP,HE,8,1.0,0.125
499,Brombachtal,2021,GRÜNE,HE,14,6.0,0.42857142857142855
500,Brombachtal,2021,SPD,HE,34,6.0,0.17647058823529413
501,Bromskirchen,2011,CDU,HE,15,2.0,0.13333333333333333
502,Bromskirchen,2011,GRÜNE,HE,15,8.0,0.5333333333333333
503,Bromskirchen,2011,SPD,HE,15,4.0,0.26666666666666666
504,Bromskirchen,2016,SPD,HE,24,4.0,0.16666666666666666
505,Bromskirchen,2021,CDU,HE,11,3.0,0.2727272727272727
506,Bromskirchen,2021,FDP,HE,7,1.0,0.14285714285714285
507,Bromskirchen,2021,SPD,HE,11,4.0,0.36363636363636365
508,Bruchköbel,2011,CDU,HE,44,11.0,0.25
509,Bruchköbel,2011,FDP,HE,23,9.0,0.391304347826087
510,Bruchköbel,2011,GRÜNE,HE,15,4.0,0.26666666666666666
511,Bruchköbel,2011,SPD,HE,39,13.0,0.3333333333333333
512,Bruchköbel,2016,CDU,HE,36,11.0,0.3055555555555556
513,Bruchköbel,2016,GRÜNE,HE,15,7.0,0.4666666666666667
514,Bruchköbel,2016,SPD,HE,38,11.0,0.2894736842105263
515,Bruchköbel,2021,CDU,HE,36,10.0,0.2777777777777778
516,Bruchköbel,2021,GRÜNE,HE,20,11.0,0.55
517,Bruchköbel,2021,SPD,HE,35,10.0,0.2857142857142857
518,Burghaun,2011,CDU,HE,16,2.0,0.125
519,Burghaun,2011,SPD,HE,8,2.0,0.25
520,Burghaun,2016,CDU,HE,69,23.0,0.3333333333333333
521,Burghaun,2016,FDP,HE,21,5.0,0.23809523809523808
522,Burghaun,2016,GRÜNE,HE,49,24.0,0.4897959183673469
523,Burghaun,2016,SPD,HE,42,9.0,0.21428571428571427
524,Burghaun,2021,CDU,HE,16,4.0,0.25
525,Burghaun,2021,FDP,HE,7,3.0,0.42857142857142855
526,Burgwald,2011,CDU,HE,18,5.0,0.2777777777777778
527,Burgwald,2011,SPD,HE,25,6.0,0.24
528,Burgwald,2016,CDU,HE,10,2.0,0.2
529,Burgwald,2016,SPD,HE,12,3.0,0.25
530,Burgwald,2021,CDU,HE,23,5.0,0.21739130434782608
531,Burgwald,2021,FDP,HE,15,3.0,0.2
532,Burgwald,2021,SPD,HE,21,7.0,0.3333333333333333
533,Buseck,2011,CDU,HE,32,6.0,0.1875
534,Buseck,2011,FDP,HE,16,5.0,0.3125
535,Buseck,2011,GRÜNE,HE,24,11.0,0.4583333333333333
536,Buseck,2011,SPD,HE,30,8.0,0.26666666666666666
537,Buseck,2016,CDU,HE,28,13.0,0.4642857142857143
538,Buseck,2016,FDP,HE,14,4.0,0.2857142857142857
539,Buseck,2016,GRÜNE,HE,13,8.0,0.6153846153846154
540,Buseck,2016,SPD,HE,29,11.0,0.3793103448275862
541,Buseck,2021,CDU,HE,29,8.0,0.27586206896551724
542,Buseck,2021,FDP,HE,10,4.0,0.4
543,Buseck,2021,GRÜNE,HE,12,7.0,0.5833333333333334
544,Buseck,2021,SPD,HE,30,7.0,0.23333333333333334
545,Butzbach,2011,CDU,HE,24,4.0,0.16666666666666666
546,Butzbach,2011,GRÜNE,HE,9,3.0,0.3333333333333333
547,Butzbach,2011,SPD,HE,24,5.0,0.20833333333333334
548,Butzbach,2016,CDU,HE,6,1.0,0.16666666666666666
549,Butzbach,2016,GRÜNE,HE,8,2.0,0.25
550,Butzbach,2016,SPD,HE,16,4.0,0.25
551,Butzbach,2021,CDU,HE,21,5.0,0.23809523809523808
552,Butzbach,2021,GRÜNE,HE,14,10.0,0.7142857142857143
553,Butzbach,2021,SPD,HE,35,11.0,0.3142857142857143
554,Büdingen,2011,CDU,HE,35,8.0,0.22857142857142856
555,Büdingen,2011,SPD,HE,34,12.0,0.35294117647058826
556,Büdingen,2016,CDU,HE,23,8.0,0.34782608695652173
557,Büdingen,2016,SPD,HE,14,5.0,0.35714285714285715
558,Büdingen,2021,CDU,HE,40,12.0,0.3
559,Büdingen,2021,FDP,HE,21,7.0,0.3333333333333333
560,Büdingen,2021,GRÜNE,HE,22,12.0,0.5454545454545454
561,Büdingen,2021,SPD,HE,41,9.0,0.21951219512195122
562,Bürstadt,2011,CDU,HE,34,7.0,0.20588235294117646
563,Bürstadt,2011,GRÜNE,HE,15,8.0,0.5333333333333333
564,Bürstadt,2011,SPD,HE,22,6.0,0.2727272727272727
565,Bürstadt,2016,CDU,HE,36,15.0,0.4166666666666667
566,Bürstadt,2016,FDP,HE,16,6.0,0.375
567,Bürstadt,2016,GRÜNE,HE,13,5.0,0.38461538461538464
568,Bürstadt,2016,SPD,HE,32,9.0,0.28125
569,Bürstadt,2021,CDU,HE,35,9.0,0.2571428571428571
570,Bürstadt,2021,GRÜNE,HE,16,7.0,0.4375
571,Bürstadt,2021,SPD,HE,21,6.0,0.2857142857142857
572,Büttelborn,2011,CDU,HE,36,9.0,0.25
573,Büttelborn,2011,FDP,HE,5,2.0,0.4
574,Büttelborn,2011,GRÜNE,HE,27,12.0,0.4444444444444444
575,Büttelborn,2011,SPD,HE,33,11.0,0.3333333333333333
576,Büttelborn,2016,CDU,HE,34,10.0,0.29411764705882354
577,Büttelborn,2016,FDP,HE,14,8.0,0.5714285714285714
578,Büttelborn,2016,GRÜNE,HE,18,5.0,0.2777777777777778
579,Büttelborn,2016,SPD,HE,34,17.0,0.5
580,Büttelborn,2021,CDU,HE,34,11.0,0.3235294117647059
581,Büttelborn,2021,FDP,HE,12,7.0,0.5833333333333334
582,Büttelborn,2021,GRÜNE,HE,17,7.0,0.4117647058823529
583,Büttelborn,2021,SPD,HE,38,17.0,0.4473684210526316
584,Calden,2011,CDU,HE,32,5.0,0.15625
585,Calden,2011,GRÜNE,HE,16,7.0,0.4375
586,Calden,2011,SPD,HE,31,5.0,0.16129032258064516
587,Calden,2016,CDU,HE,21,7.0,0.3333333333333333
588,Calden,2016,SPD,HE,26,11.0,0.4230769230769231
589,Calden,2021,SPD,HE,24,8.0,0.3333333333333333
590,Cornberg,2011,GRÜNE,HE,19,11.0,0.5789473684210527
591,Cornberg,2011,SPD,HE,34,8.0,0.23529411764705882
592,Cornberg,2016,FDP,HE,1,1.0,1.0
593,Cornberg,2016,FDP,HE,1,1.0,1.0
594,Cornberg,2016,SPD,HE,28,6.0,0.21428571428571427
595,Cornberg,2021,SPD,HE,16,5.0,0.3125
596,Cölbe,2011,CDU,HE,20,5.0,0.25
597,Cölbe,2011,SPD,HE,16,4.0,0.25
598,Cölbe,2016,CDU,HE,25,9.0,0.36
599,Cölbe,2016,GRÜNE,HE,12,5.0,0.4166666666666667
600,Cölbe,2016,SPD,HE,34,11.0,0.3235294117647059
601,Cölbe,2021,CDU,HE,26,4.0,0.15384615384615385
602,Cölbe,2021,SPD,HE,20,4.0,0.2
603,Dautphetal,2011,CDU,HE,16,4.0,0.25
604,Dautphetal,2011,SPD,HE,23,4.0,0.17391304347826086
605,Dautphetal,2016,CDU,HE,25,7.0,0.28
606,Dautphetal,2016,GRÜNE,HE,21,8.0,0.38095238095238093
607,Dautphetal,2016,SPD,HE,24,8.0,0.3333333333333333
608,Dautphetal,2021,CDU,HE,23,6.0,0.2608695652173913
609,Dautphetal,2021,GRÜNE,HE,11,5.0,0.45454545454545453
610,Dautphetal,2021,SPD,HE,34,8.0,0.23529411764705882
611,Dieburg,2011,CDU,HE,19,6.0,0.3157894736842105
612,Dieburg,2011,GRÜNE,HE,11,5.0,0.45454545454545453
613,Dieburg,2011,SPD,HE,19,4.0,0.21052631578947367
614,Dieburg,2016,CDU,HE,29,8.0,0.27586206896551724
615,Dieburg,2016,SPD,HE,26,8.0,0.3076923076923077
616,Dieburg,2021,CDU,HE,25,5.0,0.2
617,Dieburg,2021,FDP,HE,8,4.0,0.5
618,Dieburg,2021,SPD,HE,12,3.0,0.25
619,Diemelsee,2011,CDU,HE,31,9.0,0.2903225806451613
620,Diemelsee,2011,FDP,HE,14,4.0,0.2857142857142857
621,Diemelsee,2011,GRÜNE,HE,9,3.0,0.3333333333333333
622,Diemelsee,2011,SPD,HE,34,8.0,0.23529411764705882
623,Diemelsee,2016,CDU,HE,24,5.0,0.20833333333333334
624,Diemelsee,2016,FDP,HE,17,6.0,0.35294117647058826
625,Diemelsee,2016,GRÜNE,HE,24,8.0,0.3333333333333333
626,Diemelsee,2016,SPD,HE,30,9.0,0.3
627,Diemelsee,2021,CDU,HE,16,2.0,0.125
628,Diemelsee,2021,GRÜNE,HE,9,6.0,0.6666666666666666
629,Diemelsee,2021,SPD,HE,23,7.0,0.30434782608695654
630,Diemelstadt,2011,CDU,HE,24,5.0,0.20833333333333334
631,Diemelstadt,2011,SPD,HE,24,5.0,0.20833333333333334
632,Diemelstadt,2016,CDU,HE,22,5.0,0.22727272727272727
633,Diemelstadt,2016,FDP,HE,16,1.0,0.0625
634,Diemelstadt,2016,GRÜNE,HE,12,9.0,0.75
635,Diemelstadt,2016,SPD,HE,15,3.0,0.2
636,Diemelstadt,2021,CDU,HE,21,4.0,0.19047619047619047
637,Diemelstadt,2021,FDP,HE,14,4.0,0.2857142857142857
638,Diemelstadt,2021,GRÜNE,HE,12,4.0,0.3333333333333333
639,Diemelstadt,2021,SPD,HE,27,9.0,0.3333333333333333
640,Dietzenbach,2011,CDU,HE,34,7.0,0.20588235294117646
641,Dietzenbach,2011,GRÜNE,HE,16,7.0,0.4375
642,Dietzenbach,2011,SPD,HE,34,11.0,0.3235294117647059
643,Dietzenbach,2016,CDU,HE,43,11.0,0.2558139534883721
644,Dietzenbach,2016,GRÜNE,HE,19,9.0,0.47368421052631576
645,Dietzenbach,2016,SPD,HE,38,11.0,0.2894736842105263
646,Dietzenbach,2021,CDU,HE,53,18.0,0.33962264150943394
647,Dietzenbach,2021,FDP,HE,45,13.0,0.28888888888888886
648,Dietzenbach,2021,GRÜNE,HE,35,14.0,0.4
649,Dietzenbach,2021,SPD,HE,51,24.0,0.47058823529411764
650,Dietzhölztal,2011,CDU,HE,43,12.0,0.27906976744186046
651,Dietzhölztal,2011,FDP,HE,22,5.0,0.22727272727272727
652,Dietzhölztal,2011,GRÜNE,HE,24,9.0,0.375
653,Dietzhölztal,2011,SPD,HE,60,22.0,0.36666666666666664
654,Dietzhölztal,2016,CDU,HE,46,14.0,0.30434782608695654
655,Dietzhölztal,2016,FDP,HE,27,11.0,0.4074074074074074
656,Dietzhölztal,2016,SPD,HE,26,4.0,0.15384615384615385
657,Dietzhölztal,2021,AfD,HE,8,3.0,0.375
658,Dietzhölztal,2021,CDU,HE,34,10.0,0.29411764705882354
659,Dietzhölztal,2021,FDP,HE,15,6.0,0.4
660,Dietzhölztal,2021,GRÜNE,HE,18,6.0,0.3333333333333333
661,Dietzhölztal,2021,SPD,HE,24,5.0,0.20833333333333334
662,Dillenburg,2011,CDU,HE,32,9.0,0.28125
663,Dillenburg,2011,SPD,HE,28,5.0,0.17857142857142858
664,Dillenburg,2016,CDU,HE,29,7.0,0.2413793103448276
665,Dillenburg,2016,FDP,HE,17,5.0,0.29411764705882354
666,Dillenburg,2016,GRÜNE,HE,16,9.0,0.5625
667,Dillenburg,2016,SPD,HE,30,5.0,0.16666666666666666
668,Dillenburg,2021,CDU,HE,39,13.0,0.3333333333333333
669,Dillenburg,2021,SPD,HE,21,4.0,0.19047619047619047
670,Dipperz,2011,CDU,HE,21,3.0,0.14285714285714285
671,Dipperz,2011,FDP,HE,10,3.0,0.3
672,Dipperz,2011,SPD,HE,15,3.0,0.2
673,Dipperz,2016,CDU,HE,24,6.0,0.25
674,Dipperz,2016,FDP,HE,18,4.0,0.2222222222222222
675,Dipperz,2016,GRÜNE,HE,14,6.0,0.42857142857142855
676,Dipperz,2016,SPD,HE,28,10.0,0.35714285714285715
677,Dipperz,2021,CDU,HE,22,5.0,0.22727272727272727
678,Dipperz,2021,SPD,HE,11,2.0,0.18181818181818182
679,Dornburg,2011,CDU,HE,29,5.0,0.1724137931034483
680,Dornburg,2011,SPD,HE,32,10.0,0.3125
681,Dornburg,2016,CDU,HE,27,4.0,0.14814814814814814
682,Dornburg,2016,SPD,HE,26,5.0,0.19230769230769232
683,Dornburg,2021,CDU,HE,14,2.0,0.14285714285714285
684,Dornburg,2021,SPD,HE,10,3.0,0.3
685,Dreieich,2011,CDU,HE,39,13.0,0.3333333333333333
686,Dreieich,2011,FDP,HE,15,4.0,0.26666666666666666
687,Dreieich,2011,GRÜNE,HE,17,9.0,0.5294117647058824
688,Dreieich,2011,SPD,HE,25,8.0,0.32
689,Dreieich,2016,AfD,HE,8,3.0,0.375
690,Dreieich,2016,CDU,HE,38,11.0,0.2894736842105263
691,Dreieich,2016,FDP,HE,18,6.0,0.3333333333333333
692,Dreieich,2016,GRÜNE,HE,26,9.0,0.34615384615384615
693,Dreieich,2016,SPD,HE,35,13.0,0.37142857142857144
694,Dreieich,2021,CDU,HE,23,5.0,0.21739130434782608
695,Dreieich,2021,FDP,HE,18,6.0,0.3333333333333333
696,Dreieich,2021,GRÜNE,HE,20,7.0,0.35
697,Dreieich,2021,SPD,HE,20,5.0,0.25
698,Driedorf,2011,CDU,HE,30,6.0,0.2
699,Driedorf,2011,FDP,HE,11,2.0,0.18181818181818182
700,Driedorf,2011,SPD,HE,15,4.0,0.26666666666666666
701,Driedorf,2016,CDU,HE,21,4.0,0.19047619047619047
702,Driedorf,2016,GRÜNE,HE,7,3.0,0.42857142857142855
703,Driedorf,2016,SPD,HE,21,3.0,0.14285714285714285
704,Driedorf,2021,CDU,HE,37,9.0,0.24324324324324326
705,Driedorf,2021,GRÜNE,HE,13,6.0,0.46153846153846156
706,Driedorf,2021,SPD,HE,27,5.0,0.18518518518518517
707,Ebersburg,2011,CDU,HE,26,6.0,0.23076923076923078
708,Ebersburg,2011,FDP,HE,7,2.0,0.2857142857142857
709,Ebersburg,2011,SPD,HE,25,6.0,0.24
710,Ebersburg,2016,CDU,HE,26,3.0,0.11538461538461539
711,Ebersburg,2016,SPD,HE,15,6.0,0.4
712,Ebersburg,2021,CDU,HE,11,4.0,0.36363636363636365
713,Ebersburg,2021,SPD,HE,11,4.0,0.36363636363636365
714,Ebsdorfergrund,2011,SPD,HE,16,5.0,0.3125
715,Ebsdorfergrund,2016,CDU,HE,66,19.0,0.2878787878787879
716,Ebsdorfergrund,2016,FDP,HE,32,14.0,0.4375
717,Ebsdorfergrund,2016,GRÜNE,HE,70,34.0,0.4857142857142857
718,Ebsdorfergrund,2016,SPD,HE,67,33.0,0.4925373134328358
719,Ebsdorfergrund,2021,CDU,HE,27,6.0,0.2222222222222222
720,Ebsdorfergrund,2021,SPD,HE,22,10.0,0.45454545454545453
721,Echzell,2011,CDU,HE,27,9.0,0.3333333333333333
722,Echzell,2011,GRÜNE,HE,9,4.0,0.4444444444444444
723,Echzell,2011,SPD,HE,29,7.0,0.2413793103448276
724,Echzell,2016,CDU,HE,15,1.0,0.06666666666666667
725,Echzell,2016,SPD,HE,17,4.0,0.23529411764705882
726,Echzell,2021,CDU,HE,24,9.0,0.375
727,Echzell,2021,GRÜNE,HE,26,15.0,0.5769230769230769
728,Echzell,2021,SPD,HE,34,12.0,0.35294117647058826
729,Edermünde,2011,CDU,HE,34,9.0,0.2647058823529412
730,Edermünde,2011,FDP,HE,7,1.0,0.14285714285714285
731,Edermünde,2011,SPD,HE,21,5.0,0.23809523809523808
732,Edermünde,2016,CDU,HE,14,2.0,0.14285714285714285
733,Edermünde,2016,GRÜNE,HE,4,2.0,0.5
734,Edermünde,2016,SPD,HE,18,4.0,0.2222222222222222
735,Edermünde,2021,CDU,HE,12,3.0,0.25
736,Edermünde,2021,FDP,HE,13,5.0,0.38461538461538464
737,Edermünde,2021,GRÜNE,HE,13,3.0,0.23076923076923078
738,Edermünde,2021,SPD,HE,33,8.0,0.24242424242424243
739,Edertal,2011,CDU,HE,24,8.0,0.3333333333333333
740,Edertal,2011,FDP,HE,9,3.0,0.3333333333333333
741,Edertal,2011,SPD,HE,26,8.0,0.3076923076923077
742,Edertal,2016,CDU,HE,15,6.0,0.4
743,Edertal,2016,FDP,HE,9,1.0,0.1111111111111111
744,Edertal,2021,CDU,HE,8,1.0,0.125
745,Edertal,2021,SPD,HE,15,3.0,0.2
746,Egelsbach,2011,CDU,HE,42,13.0,0.30952380952380953
747,Egelsbach,2011,FDP,HE,18,2.0,0.1111111111111111
748,Egelsbach,2011,GRÜNE,HE,16,6.0,0.375
749,Egelsbach,2011,SPD,HE,27,6.0,0.2222222222222222
750,Egelsbach,2016,CDU,HE,43,11.0,0.2558139534883721
751,Egelsbach,2016,FDP,HE,17,7.0,0.4117647058823529
752,Egelsbach,2016,GRÜNE,HE,40,14.0,0.35
753,Egelsbach,2016,DIE LINKE,HE,15,5.0,0.3333333333333333
754,Egelsbach,2016,SPD,HE,46,18.0,0.391304347826087
755,Egelsbach,2021,CDU,HE,44,13.0,0.29545454545454547
756,Egelsbach,2021,GRÜNE,HE,22,9.0,0.4090909090909091
757,Egelsbach,2021,SPD,HE,39,13.0,0.3333333333333333
758,Ehrenberg (Rhön),2011,CDU,HE,47,14.0,0.2978723404255319
759,Ehrenberg (Rhön),2011,FDP,HE,48,14.0,0.2916666666666667
760,Ehrenberg (Rhön),2011,GRÜNE,HE,16,8.0,0.5
761,Ehrenberg (Rhön),2011,SPD,HE,49,11.0,0.22448979591836735
762,Ehrenberg (Rhön),2016,CDU,HE,25,3.0,0.12
763,Ehrenberg (Rhön),2021,CDU,HE,42,9.0,0.21428571428571427
764,Ehrenberg (Rhön),2021,FDP,HE,17,4.0,0.23529411764705882
765,Ehrenberg (Rhön),2021,SPD,HE,23,8.0,0.34782608695652173
766,Ehringshausen,2011,CDU,HE,39,7.0,0.1794871794871795
767,Ehringshausen,2011,GRÜNE,HE,17,7.0,0.4117647058823529
768,Ehringshausen,2011,DIE LINKE,HE,6,1.0,0.16666666666666666
769,Ehringshausen,2011,SPD,HE,40,13.0,0.325
770,Ehringshausen,2016,CDU,HE,34,14.0,0.4117647058823529
771,Ehringshausen,2016,GRÜNE,HE,14,6.0,0.42857142857142855
772,Ehringshausen,2016,SPD,HE,33,9.0,0.2727272727272727
773,Ehringshausen,2021,CDU,HE,34,7.0,0.20588235294117646
774,Ehringshausen,2021,SPD,HE,32,13.0,0.40625
775,Eichenzell,2011,CDU,HE,43,14.0,0.32558139534883723
776,Eichenzell,2011,FDP,HE,7,3.0,0.42857142857142855
777,Eichenzell,2011,SPD,HE,35,10.0,0.2857142857142857
778,Eichenzell,2016,CDU,HE,32,5.0,0.15625
779,Eichenzell,2016,FDP,HE,5,2.0,0.4
780,Eichenzell,2021,CDU,HE,32,5.0,0.15625
781,Eichenzell,2021,GRÜNE,HE,13,6.0,0.46153846153846156
782,Eichenzell,2021,SPD,HE,20,5.0,0.25
783,Einhausen,2011,CDU,HE,24,5.0,0.20833333333333334
784,Einhausen,2011,GRÜNE,HE,25,11.0,0.44
785,Einhausen,2011,SPD,HE,24,7.0,0.2916666666666667
786,Einhausen,2016,CDU,HE,26,5.0,0.19230769230769232
787,Einhausen,2016,GRÜNE,HE,13,5.0,0.38461538461538464
788,Einhausen,2016,SPD,HE,23,6.0,0.2608695652173913
789,Einhausen,2021,CDU,HE,35,12.0,0.34285714285714286
790,Einhausen,2021,GRÜNE,HE,18,7.0,0.3888888888888889
791,Einhausen,2021,SPD,HE,15,5.0,0.3333333333333333
792,Eiterfeld,2011,CDU,HE,7,3.0,0.42857142857142855
793,Eiterfeld,2011,SPD,HE,17,5.0,0.29411764705882354
794,Eiterfeld,2016,CDU,HE,25,6.0,0.24
795,Eiterfeld,2021,CDU,HE,29,7.0,0.2413793103448276
796,Eiterfeld,2021,FDP,HE,8,2.0,0.25
797,Eiterfeld,2021,GRÜNE,HE,9,4.0,0.4444444444444444
798,Eiterfeld,2021,SPD,HE,18,10.0,0.5555555555555556
799,Elbtal,2011,CDU,HE,25,5.0,0.2
800,Elbtal,2011,FDP,HE,8,2.0,0.25
801,Elbtal,2011,GRÜNE,HE,25,11.0,0.44
802,Elbtal,2011,SPD,HE,19,8.0,0.42105263157894735
803,Elbtal,2016,CDU,HE,26,6.0,0.23076923076923078
804,Elbtal,2016,GRÜNE,HE,10,3.0,0.3
805,Elbtal,2016,SPD,HE,23,3.0,0.13043478260869565
806,Elbtal,2021,CDU,HE,31,11.0,0.3548387096774194
807,Elbtal,2021,SPD,HE,35,9.0,0.2571428571428571
808,Eltville am Rhein,2011,CDU,HE,30,7.0,0.23333333333333334
809,Eltville am Rhein,2011,FDP,HE,15,5.0,0.3333333333333333
810,Eltville am Rhein,2011,GRÜNE,HE,17,10.0,0.5882352941176471
811,Eltville am Rhein,2011,SPD,HE,33,9.0,0.2727272727272727
812,Eltville am Rhein,2016,CDU,HE,30,11.0,0.36666666666666664
813,Eltville am Rhein,2016,GRÜNE,HE,14,7.0,0.5
814,Eltville am Rhein,2016,SPD,HE,24,8.0,0.3333333333333333
815,Eltville am Rhein,2021,CDU,HE,28,10.0,0.35714285714285715
816,Eltville am Rhein,2021,FDP,HE,22,4.0,0.18181818181818182
817,Eltville am Rhein,2021,GRÜNE,HE,15,6.0,0.4
818,Eltville am Rhein,2021,SPD,HE,35,8.0,0.22857142857142856
819,Elz,2011,CDU,HE,33,8.0,0.24242424242424243
820,Elz,2011,SPD,HE,32,7.0,0.21875
821,Elz,2016,CDU,HE,30,6.0,0.2
822,Elz,2016,GRÜNE,HE,9,5.0,0.5555555555555556
823,Elz,2016,SPD,HE,31,2.0,0.06451612903225806
824,Elz,2021,CDU,HE,22,3.0,0.13636363636363635
825,Elz,2021,GRÜNE,HE,18,9.0,0.5
826,Elz,2021,SPD,HE,26,8.0,0.3076923076923077
